Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
La fiesta de graduación del colegio San Francisco de Sales fue estupenda gracias a la organización en el hotel Río Amazonas. La comida inigualable. Cada detalle fue muy buen cuidado. Recomendado. Sigan adelante,Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"La semana pasada fui a quito,  ya que quería visitar la mitad del mundo y a primera hora que llegue a la ciudad buscando opciones, por la web me apareció el lindo hotel Rio Amazona de inmediato me comunique por medio de su numero telefónico…",Hace 2 años en Tripadvisor,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
"Nuevamente, busco este Hotel para realizar un evento.

El personal es muy amable, transmiten la información de manera clara.  Las instalaciones cómodas,  limpias, espaciosas.

El estacionamiento en la calle, suele ser complicado",Hace un año en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Maravilloso hotel, la habitación muy linda y acogedora mi esposa y yo la pasamos genial, y las habitaciones tienen vista panorámica de la ciudad muy recomendado",Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"El evento realizado por Noche Buena fue memorable, el ambiente y decoración fue encantador y acorde a la fecha a celebrar. El show en vivo estuvo muy animado y entretenido, brindando un cálido recibimiento al público.
El buffet estuvo variado y con un sabor exquisito, talvez se debió gestior mejor la salida de los asistente hacia el buffet para evitar aglomeraciones.
La atención por parte del personal muy atenta y cordial siempre cuidando de la calidad y bienestar del cliente.
La pastelería del evento cumplió con todas mis espectativas con sabores únicos y pensados para todo tipo de personas inclusive con postres bajos en azúcar una excelente alternativa para el público en general.",Hace 2 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
Excelente servicio recomendado,una semana atrás en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/21/2024
Excelente servicio recomendable atención hospedaje vista divino experiencia maravillosa 😊…,Hace 9 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,09/25/2023
"Mi habitación era cómoda. El problema es que el hotel no tiene calefacción y no siempre alcanza con una pequeña estufa individual que hay que pedir a la recepción. El desayuno es bueno. El agua caliente de la ducha requiere más conocimientos que un premio Nobel para regularla. La atención del personal del hotel, excelente.",Hace 6 años en Google,3/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,0.0,06/23/2018
"Muy buena atención, amabilidad del personal, las habitaciones excelentes, las han renovado, me gustó mucho",Hace un año en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Estuve en el salón Amazonas en una cena, bonito lugar, céntrico. No hice uso de habitación.
La cena muy sabrosa. No se el precio porque fue una invitación previa",Hace un año en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Muy buena comida, hermoso ambiente, meseros un poco apurados pero buena atención",Hace 11 meses en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Excelente hotel, el personal muy amable, las habitaciones muy cómodas y limpias  muy tranquilo",Hace 10 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,08/26/2023
Elegante confortable confiable y de mucha categoría. Recomendado realizar sus actividades laborales....,Hace 9 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,09/25/2023
Habitaciones cómodas y confortantes,una semana atrás en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/21/2024
"Exelente servicio, buenos precios, y muy limpias y ordenadas las habitaciones.",Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Buena relación calidad precio. Habitaciones amplias, modernas y limpias. El personal muy atento. Quizás añadiría un poco más de variedad en el desayuno, por lo demás todo genial.",Hace 2 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
"Este hotel es excelente recomendado para viajes corporativos, ayuda en todo el sentido de la palabra",Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
Bonito hotel. Exceñente servicio. Habitaciones muy amplias. Buena ubicacion.,Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Lugar excelente para pasarla solo si te gustaría un lugar bonito y con vuena atencion, te lo recomiendo",Hace 11 meses en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"El hotel es cómodo, las habitaciones impecables y eso me gusta, para mi la limpieza es muy importante. Las habitaciones no tienen luz central, se iluminan con lámparas, lo que es extraño pero no importante.
La atención del staff podría mejorar, no son tan atentos tanto en recepción como en el restaurante.
Tiene televisión con cable e Internet (Wi-Fi).
Lo que si recomiendo, si van al piso 1, nunca tomen la habitación 108, tiene un ruido molesto desde la ventana, de alguna maquinaria del hotel",Hace 4 años en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2020
"Súper bien, delicioso desayuno les recomiendo, un desayuno costeño",Hace 10 meses en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,08/26/2023
"Ubicación estratégica para turismo, excelente vista y gastronomía, habitaciones cómodas e higiénicas, excelente opción de hospedaje",Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Buena atención! Muy limpio el lugar
Buena ubicación",Hace 9 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,09/25/2023
"Hotel muy confortable y limpio, además de tener un equipo profesional magnífico en recepción, portería, restaurante, bar y cafetería, dispuesto a ayudar en todo momento en distintas cosas que necesitamos. Muy limpio y bien ubicado. Gracias",Hace 2 años en Tripadvisor,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
"Excelente en el trato para cursos, eventos y convenciones. Felicitaciones, volveré pronto.",Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"buen Hotel, y su restaurante excepcional La Canoa, muy buena atención de su personal",Hace 9 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,09/25/2023
El señor recepcionista le faltó amabilidad y los cócteles de bienvenida no estuvieron agradables.,Hace 8 meses en Google,3/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,0.0,10/25/2023
"Habitación confortable, buenos precios, buen servicio, la zona de la mariscal es céntrica pero está en decadencia",Hace un año en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
Buena atención de parte de los colaboradores. Y pasarlo super bien mih hermanos Holet,Hace 9 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,09/25/2023
Todo super rico recomendado,Hace 5 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,01/23/2024
"La habitaciónes muy bonitas, sin embargo se pidió en recepción varias veces la limpieza ala habitación y nunca se hizo",Hace un año en Google,3/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,0.0,06/22/2023
"Muy bello, las habitaciones amplias, cómodas, con una vista increíble. El personal super amable, todo muy limpio y orden y el café donde sirven el desayuno es un encanto.",Hace 2 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
"Muy bonito!!Aunque es costoso vale la pena, la habitación que me dieron muy linda, no tuve la oportunidad de desayunar porque sali en la  madrugada pero me pude dar cuenta que tienen un excelente servicio en todo⭐⭐⭐⭐⭐",Hace 2 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
"El hotel es un buen sitio para hospedaje, pero el restaurante no, pedí de acuerdo a la carta un plato de ""camarones apanados"" recibí el plato pero los camarones sin sabor, estaba acompañado de papas fritas que desparramaba aceite de color café, la ensalada lo único que estaba bien.

Por el valor de 13 USD, hubiera encontrado otro sitio con mejor sabor.

Repito, al hotel le doy 5 estrellas, al restaurante ""La Canoa"" CERO estrellas.",Hace 4 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2020
Excelente atención. Muy buena ubicación. Las habitaciones son excelentes. Tienen desayuno buffet. Muy recomendable.,Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Muy bonito lugar, cómodo excelente para recargar energías .",Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Excelente atención, sector no tan seguro en la noche como en toda ciudad grande de allí es muy cómodo con todas las seguridades y buen parqueo.",Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Una experiencia increíble, el hotel maravilloso, las habitaciones muy lindas que ayudan a descansar,  su personal muy amable y la comida espectacular, a Sido un feriado muy lindo. Se los recomiendo 100%",Hace 2 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
"Buen servicio, recomendado",Hace 4 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,02/22/2024
"Me gustó la habitación, lo único que no tenía extractor de aire, la vista hermosa. El desayuno del hotel rico y almorcé tbn ahí y bien rico también.",Hace 2 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2022
Todo bien. Servicio muy bueno y comida de 1ra.,Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"El hotel es bonito, mi habitación era grande y con todas las comodidades, tenía un gran ventanal, el personal amable, la comida buena, mis únicas quejas son que no llegaba el internet a mi habitación por lo que para trabajar tuve que bajar al lobby y, que el inodoro tenia una fuga de agua, y la resolvieron 3 días después",Hace 5 años en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/23/2019
"Felicitaciones a Uds un excelente hotel confortable sus habitaciones muy pero muy limpias, en el restaurante riquísima  comida. Su personal siempre atentos. Lindo hotel. Si regreso a Quito me vuelvo a hospedar.  Lo recomendare  a mis amistades",Hace 6 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/23/2018
Excelente acogida en este hotel me gusto mucho,Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
Muy bonito. No utilicé sus servicios. No puedo opinar.,Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
Les recomiendo les va a encantar,Hace 5 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,01/23/2024
"Muy bonito lugar, lo malo es los precios de la comida, demasiado elevados",Hace 11 meses en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Hotel moderno y cercano a la plaza foch cuenta con personal muy atento y siempre presto a servirte, las habitaciones la mayoría estan completamente remodeladas con acabado modernos y de lujo las habitaciones del Pent House la decoración es de primera. El desayuno incluido tipo bufet es de primera desde 6 a 10am el prestigioso y legendario restaurante la canoa en donde la comida tipica es la especialidad abre 24 horas.",Hace 5 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/23/2019
"Excelente hospedaje, con muy buena atención",Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Lugar muy confortable, excelente comida en su restaurante La Canoa, personal pendiente de que el cliente se sienta a gusto. No pude evaluar su parqueadero",Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
Hermoso el clima la atención comida y hermosas habitaciones lo recomiendo,Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
Excelente servicio las habitaciones bien confortable y linda vista,Hace un año en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Estuve 1 noche y me pareció un buen lugar, el desayuno buffete estuvo bien aunque no había variedad.",Hace un año en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
"Acudí al restaurante La Canoa, una cena entre amigos, buena atención, buena comida, buen ambiente, recomendable 👍",Hace un año en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/22/2023
Nada agradable hacer un evento las salas super pequeñas se escucha clarito lo que hacen los del salón de alado parece mercado. La actitud de los empleados como que quieren ayudar a hacer las cosas rápido pero los locales muy pequeños impiden poder hacer algo rápido,Hace 4 años en Google,1/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,-1.0,06/22/2020
Excelente comida y sus ensaladas son geniales,Hace 7 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,11/24/2023
Felicidades es muy bonito el hotel tiene cosas maravillosas 🤗,Hace 11 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"No hice uso de las habitaciones, solo fui a comer este caldo de manguera.. Bueno!",Hace 11 meses en Google,4/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,07/27/2023
"Esta fue mi experiencia con mi esposa al llegar a Quito.
Reservo por Booquing y envió varios correos al hotel para que me lo confirmen, se les ocurre por fin contestar y me confirman la reserva. Luego les pregunto si me pueden mandar un taxi al aeropuerto y me dicen que no tienen este servicio que tiene que ser con el transfer del Hotel que cuesta $36:00 por persona, cuando el taxi las 4 personas el precio oficial son $25:00.
Llegamos con nuestro taxi al hotel con el agotamiento de 12 horas de vuelo, nos retienen una media hora en recepción nos cobran las 3 noches,  nos dicen que no tienen habitaciones disponibles y nos mandan a otro hotel. Con esto no fue suficiente, antes de la segunda noche poco antes de acostarnos nos dicen que tenemos que trasladarnos o de lo contrario nos cobran $80:00 de diferencia.
Inaudito después de haber viajado medio mundo nunca habíamos vivido experiencia semejante. El temor nuestro era por los taxis o la inseguridad en las calles pero la extorsión fue en este Hotel. Nuestro propósito fue que llegáramos a un acuerdo llamando a la policía o que nos devolvieran el dinero de las 2 noches y nos íbamos y al final accedieron pero nos costó una noche de no dormir.",Hace 6 años en Google,2/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,-1.0,06/23/2018
"Hotel muy bien ubicado en la ciudad de Quito. Atención personalizada y oportuna, habitaciones confortables y pulcras. Esta cerca de la Plaza Foch zona Rosa de Quito que debemos destacar por su vida nocturna. En este hotel hay seguridad para los huéspedes y atención las 24 horas. Podrían mejora en los precios, algo más bajos sería ideal con todo y eso los precios actuales son bastante accesibles.. si estás de visita en Quito puedes quedarte en este lugar",Hace 5 años en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,06/23/2019
Exelente súper bien ☺️,Hace 7 meses en Google,5/5,Hotel Rio Amazonas Quito,Hotel,"Luis Cordero E4-375 y, Quito 170517","('-0.2009727', '-78.4910933')",-0.2009727,-78.4910933,1.0,11/24/2023
